student_id,abs_error_letters,error_letters,error_percentage
15201,3765.901478037238,-3765.901478037238,-75.46896749573624
20920,3707.25712017715,-3707.25712017715,-76.42253391418573
11673,3440.083010226488,-3440.083010226488,-91.2730965833507
554,3052.06355163455,-3052.06355163455,-77.48320770841711
6412,2874.7015996277337,-2874.7015996277337,-79.17107131995961
11647,2769.0830102264886,-2769.0830102264886,-89.382924797498
18953,2670.1274864822626,-2670.1274864822626,-90.29852845729667
20232,2652.783835411072,-2652.783835411072,-63.83021740642617
11646,2316.083010226488,-2316.083010226488,-87.56457505582186
20392,2269.749567795545,-2269.749567795545,-66.17029445631343
13124,2200.7677359580994,-2200.7677359580994,-45.973840316651334
20860,2142.8448278307915,-1419.105801939964,212.71373445749552
20823,2141.389778062701,-2141.389778062701,-49.181110157845964
15382,2039.1814956068993,-1369.0530615001917,175.89765482960388
23761,1942.0841104686262,-1942.0841104686262,-57.39019238973482
24929,1860.8127887807786,-1860.8127887807786,-56.12376215938407
27513,1819.8794413283467,-1063.0965336635709,98.88357274290632
18800,1770.604827336967,-1770.604827336967,-75.31283825338014
945,1728.4890563823283,-623.3635332770646,1263.517132452166
20987,1719.7828677266837,-1102.061945089698,135.2716943789908
5901,1707.8024265393615,-1707.8024265393615,-62.812521205636244
21132,1701.6913422197104,-1701.6913422197104,-55.84289463917263
13474,1685.0960698823135,-775.0968326528867,53.78863844440454
21531,1608.744327289137,-821.8002163293687,92.69638752696075
10003,1607.1040532886982,-1607.1040532886982,-77.97690700090723
11313,1605.8440324664116,-1221.1619620919228,-18.341532003402772
6437,1600.0572381317616,-805.7734204828739,1.1241261385215466
23754,1595.1933077077067,-251.33884118994078,296.92235007522555
21998,1589.6698564738035,-1589.6698564738035,-61.5197312876859
25790,1568.8671989291906,-689.7306975275278,6.3847927603987
24554,1554.6984077692036,-1554.6984077692036,-59.934402766738756
18499,1552.529988437891,-1552.529988437891,-59.370171641984356
10721,1551.1639430945118,-1198.6222274129593,-27.94288566167096
2516,1519.3313839882612,-784.7776751071215,2.1974105694103727
21465,1511.258558869362,-1511.258558869362,-49.54946094653646
13802,1475.6848772101932,-1037.0744454529552,-8.79100925010991
11189,1451.213169270754,-1451.213169270754,-33.30751936788461
20927,1448.8324943184853,-1448.8324943184853,-57.220872603415685
6416,1441.1342345833777,362.6738838553428,806.9101991439262
23392,1425.7042624652386,-1425.7042624652386,-65.10065125412048
20896,1412.8980306784313,-951.6407525142034,-9.37910221605795
26922,1401.058688864112,-1401.058688864112,-80.93926567672513
14482,1401.023503355682,-1075.4893169477582,-8.601407833916184
26930,1400.225985750556,-1150.0835623145103,30.76250529524198
29552,1392.818099424243,-1392.818099424243,-59.64959740574917
20101,1390.6260615885258,-118.63776642084133,243.69736279491377
14266,1384.2687287330627,-1014.4727798998356,8.304682920950022
11675,1381.5238421708345,-1381.5238421708345,-81.60211708038007
868,1375.2641029059887,1375.2641029059887,154.8720836605843
10542,1368.726000994444,-1368.726000994444,-54.099841936539285
15375,1358.3304808735847,-1043.4160195887089,-7.7213302910976545
13092,1350.5218786150217,1350.5218786150217,720.5405161226971
1047,1329.9029446100196,-367.9746751780312,146.2227454232744
23376,1321.1710755750537,-1321.1710755750537,-72.23461320804012
26544,1296.2165512219071,-1296.2165512219071,-73.48364629942789
647,1291.9887583494187,-726.512760937214,5.72625460181407
5771,1290.641659580171,-748.0786973219365,85.28156525666644
26934,1280.747189220041,-1280.747189220041,-54.844401420565475
105,1276.3623727162678,-259.09489840600224,237.9618429572508
11638,1276.0437999889255,-1276.0437999889255,-69.3879173457817
20366,1254.3837284644446,-478.8940948347252,474.91176659989355
13627,1253.7076426446438,-553.9635101954143,29.025994697817726
2963,1240.6615979174774,193.6823161343732,233.357453120295
15651,1236.8475395739079,-232.85929067730916,146.31035719008955
8578,1233.6340096145868,-1153.7142757028341,-32.1239984021124
20833,1233.3401148716607,-1116.2527798712251,1.6290549119455875
15192,1227.5852953394253,-905.8671452999116,-8.872862392664448
9985,1216.1434562330444,-1137.6362908606727,-37.53060520529028
9101,1214.0256835967302,-670.455828845501,260.07628653716466
10725,1213.0061892941594,-929.6956726163626,-0.9695320205340323
16771,1211.2554297074676,-825.863464049995,5.3967923820473835
10530,1206.537776440382,-941.1843482851982,-10.796033282608672
21822,1195.8296832740307,-686.4941806793213,83.72494309591198
569,1195.7994509095495,-549.0016516636719,169.2869540859589
25448,1183.9923060014844,-1100.9677843376994,-9.378622040852328
2262,1181.9063108414412,-169.87533855140222,90.89218077811286
25939,1180.0434899181128,72.39366553723801,250.36670460904895
25920,1180.0434899181128,72.39366553723801,250.36670460904895
25903,1180.0434899181128,72.39366553723801,250.36670460904895
27782,1180.0434899181128,72.39366553723801,250.36670460904895
